User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,team_playing,opponent,is_home,target,Year,Month,Day,Hour,Referee,team_playing_ft_goals_rolling_mean,team_playing_ht_goals_rolling_mean,team_playing_total_shots_rolling_mean,team_playing_shots_on_target_rolling_mean,team_playing_fouls_committed_rolling_mean,team_playing_corners_won_rolling_mean,team_playing_yellow_cards_rolling_mean,team_playing_red_cards_rolling_mean,opponent_ft_goals_rolling_mean,opponent_ht_goals_rolling_mean,opponent_total_shots_rolling_mean,opponent_shots_on_target_rolling_mean,opponent_fouls_committed_rolling_mean,opponent_corners_won_rolling_mean,opponent_yellow_cards_rolling_mean,opponent_red_cards_rolling_mean,target_rolling_mean,Date,company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin,Year,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers,CustomerID,Age,Months as a Customer,Number of Products,Average Balance Feed Index,Personal Debt to Equity Ratio,Has Bad Payment Record,Marital Status,Age Youngest Child,Number of Workers in Household,Income,Payed the Personal Loan,Id,Time,Value,Unnamed: 0,Address,Zip,Price,Area,Room,Lon,Lat,image_path,height,width,image_id,bbox,area,iscrowd,ignore,segmentation,category_id,category_name,annotation_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
49,Melissa Wells,luis09@example.net,luis09,1950-07-27,Female,South Kylestad,2024-03-09,2025-03-09,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,Low,3.1,8,Man City,Leicester,1,0,2020,9,27,16,M Oliver,1.6,1.0,16.0,5.6,10.8,7.0,1.8,0.0,1.6,0.4,9.2,4.0,9.8,4.6,1.6,0.0,0.4,2020-09-27 16:00:00,APPLIED INDUSTRIAL TECHNOLOGIES INC,10237157011,0.10892,0.12035,0.21917,0.15971,25.23507,0.28321,25.28132,"Good Quality, Fair Valuation",0.29815,2014.0,5.8,3,91400000.0,12000000.0,2417.0,1,-9.0,175017.0,461.0,34.0,133.0,,71071400,56,36,0,0,65,0,S,30,8,37103,F,2022484408,4/1/2016 7:59:55 AM,109,49,"Rietveld Schröderpad 15, Amsterdam",1064 WX,425000.0,82,3,4.83186,52.364372,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[266, 147, 55, 67]",3685,0,0,[],1,mango,68,df85b96ba2ce3e49bde101b1614f52ac,8d46223c91cbeb93e0930ca8bd8ffca2,83085,sao jose dos pinhais,PR,49,0,0,28.0,0.0,2606.0,53900.0,30.0,1379.0,MC,0.0,18.0,MALE,SELF,OWNED,20-02-1993,21.0,1,1,0,,0,,,53900.0,,,0,0,0,TIER 4,0
50,Antonio Jackson,jrandall@example.org,jrandall,1965-07-23,Female,East Marcusberg,2024-03-24,2025-03-24,Annual,Visa,Manual,Occasional,Books,Sci-Fi,Tablet,High,4.5,9,Leicester,Man City,0,1,2020,9,27,16,M Oliver,2.4,0.4,9.8,5.0,11.4,6.4,2.2,0.0,1.6,0.8,12.6,4.2,12.8,4.0,1.8,0.0,0.6,2020-09-27 16:00:00,APPLIED MATERIALS INC /DE,139579856139,0.29016,-0.36525,0.39544,0.24784,21.39522,0.90286,20.8114,"High Quality, Fair Valuation",0.47408,2014.0,6.1,1,72700000.0,100000000.0,3595.0,1,-2.0,9324678.0,15479.0,1130.0,3925.0,9414000.0,70727970,31,36,0,0,40,0,S,8,9,39125,F,2022484408,4/1/2016 8:00:10 AM,108,50,"Beemsterstraat 98, Amsterdam",1024 BG,350000.0,77,4,4.948371,52.392858,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[369, 76, 50, 56]",2800,0,0,[],1,mango,69,4d27341acd30a36bca39008ee9bb9050,e021e698833bdeb89dfef3acb2e91f37,89254,jaragua do sul,SC,50,0,0,32.0,0.0,1655.0,42400.0,36.0,1379.0,MC,0.0,13.5,MALE,SELF,OWNED,20-06-1976,38.0,1,1,0,,0,,,42400.0,,,0,0,0,TIER 4,0
51,John Smith,dhuffman@example.net,dhuffman,1990-12-21,Male,New Nicoleport,2024-01-28,2025-01-27,Monthly,Visa,Manual,Occasional,Electronics,Drama,Smart TV,High,3.9,8,West Ham,Wolves,1,1,2020,9,27,19,M Atkinson,2.2,0.8,14.2,4.6,10.6,5.0,2.0,0.0,1.4,0.8,9.6,2.6,10.6,5.2,1.0,0.0,0.4,2020-09-27 19:00:00,Aptargroup Inc,11106068759,0.1387,1.50907,0.13156,0.1541,29.22313,0.29662,31.57131,"Moderate Quality, Overvalued",0.37454,2014.0,6.3,8,54400000.0,42000000.0,93.0,2,-1.0,1292235.0,5284.0,124.0,362.0,1650000.0,74476290,62,36,2,249,46,0,M,15,11,67116,F,2022484408,4/1/2016 8:00:20 AM,107,51,"Postjesweg 341, Amsterdam",1062 JS,350000.0,81,3,4.837764,52.363887,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[415, 38, 40, 57]",2280,0,0,[],1,mango,70,d3b6830d18c7de943d1e707d1f061d40,27cf4b153010911a0957150255a6c6db,5351,sao paulo,SP,51,0,0,24.0,0.0,2047.0,36650.0,24.0,3864.0,MC,0.0,17.0,MALE,SELF,OWNED,01-01-1988,26.0,1,1,0,,0,,,36650.0,,,0,0,0,TIER 4,0
52,Jeremy Lyons,richardsmicheal@example.com,richardsmicheal,1976-11-05,Male,North Stephen,2024-02-02,2025-02-01,Annual,Amex,Manual,Frequent,Clothing,Horror,Smartphone,High,3.9,0,Wolves,West Ham,0,0,2020,9,27,19,M Atkinson,1.0,0.4,10.6,3.0,10.2,4.2,0.8,0.0,1.4,0.6,12.2,4.4,9.8,5.8,1.6,0.0,0.6,2020-09-27 19:00:00,Aptiv PLC,12247712359,0.10003,3.90015,0.26354,0.05732,12.04746,0.36387,17.9344,"Moderate Quality, Overvalued",0.18611,2014.0,7.9,12,177000000.0,145000000.0,4253.0,2,3.0,11472161.0,22779.0,862.0,2863.0,671000.0,75225140,62,36,0,0,64,0,S,30,8,30789,F,2022484408,4/1/2016 8:00:25 AM,108,52,"Eastonstraat 86, Amsterdam",1068 JC,375000.0,93,4,4.815101,52.356914,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[446, 64, 41, 45]",1845,0,0,[],1,mango,71,79de53946db384e2d7a9bd131792ad17,7ce5b57a120a2da6a804afa58ffcbfb5,39406,montes claros,MG,52,0,0,23.0,0.0,1558.0,27900.0,24.0,1794.0,MO,0.0,17.0,MALE,SELF,OWNED,10-09-1972,41.0,1,1,0,,0,,,27900.0,,,0,0,0,TIER 4,0
53,Cathy Harrington,kellygibson@example.org,kellygibson,1942-03-21,Male,Lake Wendyland,2024-04-14,2025-04-14,Monthly,Mastercard,Manual,Occasional,Clothing,Drama,Smartphone,Low,4.9,8,Fulham,Aston Villa,1,0,2020,9,28,17,S Attwell,0.8,0.2,12.0,3.8,13.0,3.4,2.6,0.0,2.4,1.0,11.8,5.8,11.8,3.8,1.4,0.0,0.0,2020-09-28 17:00:00,ARCH COAL INC,3033554180,0.105,-0.50174,0.1788,0.14284,14.48096,0.06757,13.76583,"Moderate Quality, Overvalued",0.14038,2014.0,6.8,3,50500000.0,11000000.0,1272.0,1,14.0,9222933.0,41728.0,924.0,3609.0,1800000.0,72936496,58,24,0,0,58,0,M,28,9,21304,F,2022484408,4/1/2016 8:00:30 AM,106,53,"Adrichemstraat 15, Amsterdam",1013 DR,450000.0,73,3,4.877698,52.388468,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[459, 91, 54, 55]",2970,0,0,[],1,mango,72,a562ab1e728449e3461829dfe2e36f73,d33eeadf54cb883e79be640f38c32cdc,14860,barrinha,SP,53,0,1,28.0,2.0,2226.0,50400.0,30.0,1379.0,SC,0.0,13.0,MALE,SAL,RENT,10-08-1975,38.0,3,1,2,500000.0,0,,500000.0,50400.0,34.0,,7,7,3,TIER 4,0
54,Lisa Bauer,allison13@example.org,allison13,1964-10-26,Male,Michaelfort,2024-01-28,2025-01-27,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,High,3.6,5,Aston Villa,Fulham,0,1,2020,9,28,17,S Attwell,2.4,1.2,14.0,5.2,13.0,5.6,2.6,0.0,1.0,0.2,14.4,5.2,15.2,4.6,2.8,0.2,0.8,2020-09-28 17:00:00,"Archrock, Inc.",4298723776,0.30202,6.77633,0.11271,0.06603,48.56096,0.19274,82.26694,"Moderate Quality, Overvalued",0.58408,2014.0,6.1,3,275000.0,8932779.93,6.0,1,0.0,8210.0,6.0,0.0,0.0,58900.0,71407813,56,36,0,0,41,0,U,14,8,78620,F,2022484408,4/1/2016 8:00:45 AM,105,54,"Vijzelstraat 91, Amsterdam",1017 HH,1185000.0,160,5,4.892374,52.363383,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[445, 318, 55, 64]",3520,0,0,[],1,mango,73,b64ed91eab98972150bdaf77ca921934,3da7750bf3c1dbd724624a60a9f5942b,21310,rio de janeiro,RJ,54,0,0,30.0,4.0,2065.0,42350.0,30.0,4284.0,MC,0.0,18.5,MALE,SELF,RENT,01-07-1988,26.0,1,1,0,,0,,,42350.0,,,0,0,0,TIER 4,0
55,Margaret Cooper,fbradley@example.org,fbradley,1964-02-19,Female,Lake Samantha,2024-03-13,2025-03-13,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Tablet,Low,4.9,3,Liverpool,Arsenal,1,1,2020,9,28,20,C Pawson,2.6,1.4,19.4,7.2,9.0,7.8,1.2,0.0,2.6,1.6,8.8,5.0,9.0,1.6,1.4,0.4,0.6,2020-09-28 20:00:00,Ares Management Corporation,31173967380,0.47585,5.85069,0.20153,0.12546,39.63674,1.32823,59.13945,"Good Quality, Fair Valuation",0.65648,2014.0,6.7,8,8090000.0,20000000.0,645.0,1,1.0,1167941.0,2651.0,82.0,797.0,,71389236,36,36,0,0,36,0,U,8,13,37152,T,2022484408,4/1/2016 8:00:55 AM,104,55,"IJdoornlaan 1449 F, Amsterdam",1034 BM,385000.0,74,3,4.91913,52.406915,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[408, 340, 50, 55]",2750,0,0,[],1,mango,74,8247b5583327ab8be19f96e1fb82f77b,d85547cd859833520b311b4458a14c1c,23970,parati,RJ,55,0,0,25.0,0.0,1943.0,40900.0,30.0,2885.0,MC,1.0,17.0,FEMALE,HOUSEWIFE,OWNED,06-07-1979,35.0,1,1,0,,0,,,40900.0,,,0,0,0,TIER 4,0
56,Robert Browning,lorettashelton@example.net,lorettashelton,1973-11-09,Female,East Charles,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,High,3.6,6,Arsenal,Liverpool,0,0,2020,9,28,20,C Pawson,1.6,0.6,8.2,4.0,8.6,4.2,1.0,0.0,1.2,0.8,11.8,4.0,12.0,4.8,2.0,0.0,0.6,2020-09-28 20:00:00,ARGAN INC,2009287906,0.0628,-10.741,0.1414,0.50785,11.72289,2.60004,9.03286,"Average Quality, Fair Valuation",0.12891,2014.0,8.7,2,188000000.0,165000000.0,3561.0,1,2.0,5421705.0,16635.0,751.0,4316.0,1865000.0,72975296,59,36,4,109,44,0,M,13,8,42888,F,2022484408,4/1/2016 8:01:10 AM,104,56,"Amstelveenseweg 184 III, Amsterdam",1075 XR,687500.0,86,4,4.855875,52.352448,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear10s_(53)_03_03.jpg,512,612,10530303,"[529, 472, 32, 39]",1248,0,0,[],1,mango,75,8fcaa9368903f3a9a28aeaff28c14638,3af0b2f7654f613ff1527b997a2ac57e,79804,dourados,MS,56,0,2,26.0,4.0,2221.0,48900.0,30.0,1898.0,SC,0.0,14.5,FEMALE,SELF,OWNED,01-01-1983,31.0,1,1,0,48900.0,0,48900.0,,48900.0,,,0,0,0,TIER 4,0
57,Amanda Williams DVM,reginald05@example.org,reginald05,1953-03-27,Female,Bowmanland,2024-01-02,2025-01-01,Monthly,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Medium,3.0,2,Chelsea,Crystal Palace,1,1,2020,10,3,12,M Oliver,2.6,0.6,13.0,5.8,13.4,5.4,1.2,0.2,1.8,0.8,11.4,3.6,8.8,5.0,0.6,0.0,0.4,2020-10-03 12:00:00,"Arista Networks, Inc.",118952793809,0.42111,-2.6674,0.2882,0.3834,37.24204,1.76726,35.10933,"Exceptional Quality, Fair Valuation",0.6441,2014.0,5.8,1,47600000.0,50000000.0,3434.0,1,0.0,4270410.0,8886.0,569.0,3058.0,301000.0,71100587,31,0,0,0,31,0,S,2,14,39436,F,2022484408,4/1/2016 8:01:15 AM,105,57,"Zuideinde 387 D, Amsterdam",1035 PE,585000.0,52,4,4.891858,52.42145,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(42)_03_01.jpg,512,612,9420301,"[9, 317, 37, 39]",1443,0,0,[],1,mango,76,a9b0d1c26105279e1b8edc63d06bd668,3d49f4455a3947c8dd7e972b3ad8cb76,5017,sao paulo,SP,57,0,0,26.0,3.0,2291.0,47400.0,30.0,1379.0,SC,0.0,18.0,MALE,SAL,OWNED,10-09-1974,40.0,1,1,0,,0,,,47400.0,,,0,0,0,TIER 4,0
58,William Clark,michael86@example.com,michael86,1961-05-19,Male,New Thomasville,2024-04-01,2025-04-01,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Tablet,Low,4.5,10,Crystal Palace,Chelsea,0,0,2020,10,3,12,M Oliver,1.2,0.8,6.4,2.0,13.2,4.8,1.8,0.0,1.6,0.4,13.8,4.6,13.6,6.2,1.6,0.2,0.4,2020-10-03 12:00:00,ARMSTRONG WORLD INDUSTRIES INC,6687297348,0.19045,2.47137,0.36188,0.08753,42.08017,0.34228,45.28799,"Average Quality, Fair Valuation",0.39563,2014.0,6.0,2,128000000.0,50000000.0,2440.0,1,-4.0,817242.0,4391.0,112.0,346.0,4720000.0,70927691,62,0,2,0,49,0,M,20,7,52447,F,2022484408,4/1/2016 8:01:20 AM,107,58,"Amstel 13, Amsterdam",1011 PT,1295000.0,145,5,4.89952,52.367261,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(42)_03_01.jpg,512,612,9420301,"[14, 345, 39, 45]",1755,0,0,[],1,mango,77,aa9f03ecd3728c9bd12e6d962c66c7cb,b03e9d9818ee170e9d6b983803c7d406,75388,trindade,GO,58,0,0,24.0,0.0,1614.0,28900.0,24.0,1379.0,MO,0.0,17.0,MALE,SELF,OWNED,15-09-1970,44.0,1,1,0,,0,,,28900.0,,,6,6,3,TIER 4,0
59,Julie Dean,hduffy@example.org,hduffy,2003-03-09,Female,Port Olivia,2024-04-07,2025-04-07,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,High,3.5,10,Everton,Brighton,1,1,2020,10,3,15,S Hooper,2.8,1.4,12.8,5.4,11.8,5.0,1.0,0.2,1.4,0.8,11.2,4.2,13.0,5.6,1.4,0.2,0.8,2020-10-03 15:00:00,Artisan Partners Asset Management Inc.,2948305000,0.31389,0.07632,0.62658,0.27268,9.21723,0.37752,10.33034,"High Quality, Fair Valuation",0.4524,2014.0,6.9,15,14700000.0,2000000.0,4.0,1,-9.0,4877.0,6.0,1.0,1.0,,71668996,33,48,0,0,18,0,S,0,4,38119,F,2022484408,4/1/2016 8:01:35 AM,107,59,"Egidiusstraat 42 3, Amsterdam",1055 GW,375000.0,61,3,4.851777,52.379483,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(42)_03_01.jpg,512,612,9420301,"[172, 319, 61, 54]",3294,0,0,[],1,mango,78,230c0d740401730c7197d16376893525,a302a693d5722d95984e6472150b9391,85808,cascavel,PR,59,0,0,26.0,0.0,1873.0,42400.0,30.0,1379.0,MC,0.0,13.0,MALE,SELF,OWNED,15-06-1981,33.0,2,2,0,,0,,,42400.0,,,0,0,0,TIER 4,0
60,Neil Allen,hamiltonkeith@example.org,hamiltonkeith,1968-09-05,Female,Port Lauramouth,2024-04-11,2025-04-11,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smartphone,Low,3.7,9,Brighton,Everton,0,0,2020,10,3,15,S Hooper,1.8,0.8,15.0,4.0,13.4,5.4,1.6,0.4,2.2,1.0,7.0,3.0,14.2,3.2,1.6,0.0,0.2,2020-10-03 15:00:00,ASBURY AUTOMOTIVE GROUP INC,4906070856,0.059,3.43198,0.10623,0.08367,19.39288,1.30005,38.17036,"Low Quality, Overvalued",0.1741,2014.0,6.2,1,50500000.0,60000000.0,3387.0,5,4.0,3320754.0,4322.0,347.0,1105.0,147000.0,72539337,28,0,0,0,33,0,U,5,13,37418,F,2022484408,4/1/2016 8:01:50 AM,107,60,"Zeeburgerdijk 578, Amsterdam",1095 AN,500000.0,86,4,4.944196,52.366168,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(42)_03_01.jpg,512,612,9420301,"[195, 102, 58, 59]",3422,0,0,[],1,mango,79,a905baa530258422594f1b05615bd225,c80da60feddb7cf8325bd104032e314a,60140,fortaleza,CE,60,0,0,26.0,1.0,2026.0,41900.0,30.0,2574.0,MC,0.0,18.0,MALE,SELF,OWNED,23-07-1980,34.0,1,1,0,,0,,,41900.0,,,0,0,0,TIER 4,0
61,Nicole Hunter,wendy13@example.com,wendy13,1953-09-24,Female,Smithborough,2024-02-15,2025-02-14,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.9,4,Leeds,Man City,1,0,2020,10,3,17,M Dean,1.8,0.8,11.6,5.6,9.4,5.4,1.2,0.0,1.8,1.0,16.0,4.2,13.8,6.0,1.4,0.0,0.4,2020-10-03 17:00:00,Atkore International Group Inc.,3095843407,0.21688,0.86688,0.34625,0.1549,8.09759,0.66642,9.44842,"Good Quality, Fair Valuation",0.35425,2014.0,6.9,9,47000000.0,40000000.0,2905.0,1,10.0,1438350.0,4028.0,133.0,543.0,27323.0,75420039,65,36,2,148,48,0,U,19,12,72487,F,2022484408,4/1/2016 8:01:55 AM,110,61,"Groetstraat 201, Amsterdam",1024 VE,300000.0,78,4,4.951093,52.393956,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(42)_03_01.jpg,512,612,9420301,"[399, 41, 62, 67]",4154,0,0,[],1,mango,80,4fa19f7da692e6bf9602aaad3c372eda,a2b8841410cf77619574d311cd06fd5e,72270,brasilia,DF,61,0,0,24.0,2.0,2084.0,39900.0,24.0,1377.0,SC,2.0,12.65,MALE,SAL,OWNED,25-12-1972,41.0,14,9,5,900000.0,0,900000.0,339326.0,42000.0,61.0,,8,5,2,TIER 4,0
62,Susan Hurst,jessicaespinoza@example.com,jessicaespinoza,1991-10-15,Female,Phillipsfurt,2024-03-06,2025-03-06,Annual,Visa,Manual,Occasional,Clothing,Romance,Smart TV,High,4.6,10,Man City,Leeds,0,0,2020,10,3,17,M Dean,1.6,1.0,16.0,5.6,10.8,7.0,1.8,0.0,1.6,0.4,9.2,4.0,9.8,4.6,1.6,0.0,0.4,2020-10-03 17:00:00,AUTODESK INC,65618000000,0.22239,0.56273,0.42724,0.16858,61.1434,0.88881,61.96039,"Good Quality, Fair Valuation",0.90801,2014.0,7.2,1,43000000.0,20000000.0,2589.0,1,0.0,4846645.0,14722.0,405.0,2732.0,,74689063,57,48,2,13,64,0,U,35,9,39429,F,2022484408,4/1/2016 8:02:00 AM,111,62,"Jan Haringstraat 32 I, Amsterdam",1056 XJ,375000.0,52,4,4.86106,52.376873,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(42)_03_01.jpg,512,612,9420301,"[511, 303, 55, 55]",3025,0,0,[],1,mango,81,03f846ad03437d864a8d2a22976dcafe,7677c213007e9a6ec9267ea50b5ce5bc,2075,sao paulo,SP,62,0,0,26.0,1.0,1873.0,42400.0,30.0,1379.0,MC,0.0,13.0,MALE,SELF,RENT,04-11-1969,45.0,1,1,0,,0,,,42400.0,,,0,0,0,TIER 4,0
63,Megan Bates,douglas02@example.net,douglas02,1981-08-17,Female,Harrisshire,2024-01-09,2025-01-08,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.8,3,Newcastle,Burnley,1,1,2020,10,3,20,D Coote,1.4,0.4,8.8,2.4,10.8,4.2,2.4,0.0,1.8,0.8,17.2,7.6,14.4,6.0,1.4,0.2,0.4,2020-10-03 20:00:00,AUTOLIV INC,7534179540,0.07469,2.01141,0.16184,0.02671,15.78173,0.25676,19.26582,"Moderate Quality, Overvalued",0.158,2014.0,7.0,9,2450000.0,5000000.0,374.0,1,0.0,3650720.0,6917.0,234.0,1119.0,1045200.0,73680196,30,48,0,0,25,0,S,0,16,39521,F,2022484408,4/1/2016 8:02:05 AM,109,63,"Crynssenstraat 74 2, Amsterdam",1058 XZ,400000.0,51,2,4.85633,52.36355,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[2, 109, 63, 53]",3339,0,0,[],1,mango,82,de4e13fd7d6469c5ada77d0843c55e42,0c17f9ac28cbd7323f0f4043e9db5907,96015,pelotas,RS,63,0,0,24.0,1.0,1530.0,27400.0,24.0,2574.0,MO,0.0,17.0,MALE,SELF,OWNED,12-06-1982,32.0,12,12,0,25500.0,0,25500.0,,27400.0,,,8,2,0,TIER 4,0
64,Kristen Rowe,bcollins@example.org,bcollins,1974-06-10,Male,South Williammouth,2024-03-09,2025-03-09,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,Low,3.6,4,Burnley,Newcastle,0,0,2020,10,3,20,D Coote,0.6,0.2,11.0,3.6,12.8,4.4,2.0,0.0,1.8,0.6,10.2,4.2,11.2,6.6,1.0,0.0,0.0,2020-10-03 20:00:00,AUTOMATIC DATA PROCESSING INC,121234726324,0.26136,0.19794,0.71961,0.33584,29.84258,0.38247,30.17743,"Exceptional Quality, Fair Valuation",0.52987,2014.0,7.8,1,128000000.0,81000000.0,3204.0,1,0.0,2767873.0,46023.0,944.0,6946.0,5407000.0,73348189,31,0,0,0,40,0,S,9,22,37586,F,2022484408,4/1/2016 8:02:15 AM,110,64,"Churchill-laan 254 3, Amsterdam",1078 EZ,850000.0,117,5,4.889851,52.347518,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[0, 146, 53, 56]",2968,0,0,[],1,mango,83,8276de07ef25225d412b8462d73f8664,332cf4e83e16004ba7dca932ce82475b,90010,porto alegre,RS,64,0,4,30.0,4.0,1851.0,41900.0,30.0,1379.0,MC,0.0,13.0,MALE,SAL,OWNED,10-11-1975,38.0,1,1,0,,0,,,41900.0,,,0,0,0,TIER 4,0
65,Jessica Flores,aguilarjohn@example.net,aguilarjohn,1948-06-30,Female,New Jonathan,2024-01-17,2025-01-16,Monthly,Amex,Manual,Frequent,Electronics,Comedy,Smartphone,Low,4.5,6,Leicester,West Ham,1,0,2020,10,4,12,A Madley,2.4,0.4,9.8,5.0,11.4,6.4,2.2,0.0,1.6,0.8,12.6,4.2,12.8,4.0,1.8,0.0,0.6,2020-10-04 12:00:00,"AUTONATION, INC.",6534883805,0.04878,3.5204,0.30461,0.10484,-26.13991,0.20598,-58.55944,"Moderate Quality, Overvalued",0.18082,2014.0,6.5,1,129000.0,25000000.0,28.0,1,-2.0,289922.0,143.0,17.0,9.0,,71002567,40,48,0,0,40,0,S,10,11,36925,T,2022484408,4/1/2016 8:02:30 AM,109,65,"Overtoom 502 I, Amsterdam",1054 KJ,550000.0,72,3,4.859628,52.359026,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[28, 176, 45, 42]",1890,0,0,[],1,mango,84,cc32707d2e2f7c92ab449f9b28154809,0d516ca029d6a28d5cfddd80b27a26dc,22440,rio de janeiro,RJ,65,0,0,24.0,0.0,1502.0,26900.0,24.0,1648.0,MO,0.0,17.0,MALE,SELF,OWNED,02-04-1963,51.0,1,1,0,,0,,,26900.0,,,0,0,0,TIER 4,0
66,Elizabeth Taylor,desiree88@example.com,desiree88,1973-07-13,Female,Jennaburgh,2024-03-29,2025-03-29,Monthly,Amex,Manual,Regular,Electronics,Romance,Tablet,High,3.6,10,West Ham,Leicester,0,1,2020,10,4,12,A Madley,2.2,0.8,14.2,4.6,10.6,5.0,2.0,0.0,1.4,0.8,9.6,2.6,10.6,5.2,1.0,0.0,0.4,2020-10-04 12:00:00,Avery Dennison Corp,15828243361,0.12723,2.66769,0.28155,0.18977,24.79645,0.23958,29.33863,"Average Quality, Fair Valuation",0.29002,2014.0,3.1,1,14000000.0,16000000.0,1825.0,1,0.0,5611593.0,11187.0,2111.0,7595.0,116800.0,75352570,52,36,0,0,52,0,M,21,14,32818,F,2022484408,4/1/2016 8:02:35 AM,106,66,"Wieringerwaardstraat 226, Amsterdam",1024 HM,275000.0,56,2,4.959199,52.395846,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[66, 183, 51, 52]",2652,0,0,[],1,mango,85,a02f66c3af7b16eec19ddcd98b645fe3,b3548d0cec408ae13d143bb4eeebaa6c,13323,salto,SP,66,0,0,24.0,0.0,2280.0,41900.0,24.0,2865.0,MC,1.0,15.29,MALE,SELF,OWNED,16-09-1963,51.0,1,1,0,,0,,,41900.0,,,0,0,0,TIER 4,0
67,Ronald Brooks MD,arodriguez@example.net,arodriguez,2004-04-07,Female,Jonathanburgh,2024-02-01,2025-01-31,Annual,Visa,Auto-renew,Frequent,Books,Comedy,Tablet,High,3.0,9,Southampton,West Brom,1,1,2020,10,4,12,C Kavanagh,1.6,0.8,10.8,5.2,13.0,3.0,1.6,0.0,1.8,0.8,8.0,3.6,12.2,4.8,1.6,0.0,0.4,2020-10-04 12:00:00,"AVIAT NETWORKS, INC.",182741083,0.06299,-0.29526,0.05281,0.08739,-9.95289,0.37678,-12.14427,"Moderate Quality, Overvalued",0.35776,2014.0,6.5,8,82400000.0,17000000.0,1534.0,1,-5.0,4450824.0,7315.0,546.0,909.0,2356000.0,75875350,37,48,0,0,13,0,S,0,16,37438,T,2022484408,4/1/2016 8:02:40 AM,103,67,"Wiltzanghlaan 31 I, Amsterdam",1055 KE,330000.0,54,3,4.848563,52.381715,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[138, 151, 42, 42]",1764,0,0,[],1,mango,86,26acee41e2f75689a5615892f06ea0bd,c3293e875ffb1116018edf76d24e52a2,30190,belo horizonte,MG,67,0,1,32.0,3.0,1583.0,41900.0,36.0,1244.0,SC,2.0,11.99,FEMALE,SELF,OWNED,05-09-1980,33.0,1,1,0,,0,,,41900.0,,,0,0,0,TIER 3,0
